code,year,happiness,food_insec,precipitation,indiv_free,gini,hdi,gdp_pc,family,corruption,air_deaths,life_expectancy,temperature,urbanization,covid,hri,suicides,taxes,schooling
BIH,2014,4.949,46.84,13.553877,8.2,39.0,92.411,75.6586,11.393565,0.726,0.839,0.33,37.77253,0.756,11766.9676044039,1.986,1028.0,0.865,8.36
BIH,2011,4.857435,45.878,14.163131,8.35,38.4,92.411,77.0069,10.606507,0.726,0.831,0.33030185,38.415115,0.732,10933.0328318661,1.986,1028.0,0.868,8.36
BWA,2022,3.4353,68.453,9.15,23.783,61.6,,64.094,21.776207,0.18938358578846154,0.832,0.533,24.437,0.705,15518.6510452679,23.086,416.0,0.835,5.143
BWA,2021,3.4711,71.56,9.15,23.783,61.6,,61.1409,21.456331,0.6209743915384615,0.867,0.533,24.437,0.693,14906.8978448412,26.7,416.0,0.852,5.143
BWA,2020,3.4665,70.877,9.15,23.783,61.6,,65.6471,22.030394,-0.033749750811320756,0.913,0.533,24.437,0.713,13545.0474160116,25.4,416.0,0.885,5.0830455
BWA,2019,3.4789,70.172,8.91193,20.2166,61.6,,65.4636,23.395956,0.259,0.92,0.533,24.437,0.717,15117.6843172752,23.7,416.0,0.888,5.143
BWA,2018,3.4884,69.446,8.97716,22.059,61.0,,65.4224,22.618332,0.259,0.911,0.533,24.437,0.716,14961.8311652622,23.1,416.0,0.874,5.074523
BWA,2017,3.5898,68.7,9.08747,22.3226,61.0,,66.7526,21.769976,0.259,0.909,0.533,23.942825,0.722,14656.772988721,22.8,416.0,0.876,5.27
BWA,2016,3.766,67.933,9.224107,22.9024,60.0,,65.4644,23.088524,0.259,0.913,0.533,21.65213,0.713,14373.3387418667,21.5,416.0,0.875,5.143
BWA,2015,3.974,67.155,9.31149,24.5486,63.0,,63.8183,23.172028,0.259,0.919,0.5332503,25.464602,0.702,13682.1997756941,18.4,416.0,0.883,5.143
BWA,2014,4.332,66.368,9.348828,25.3485,63.0,,62.6076,21.53019,0.259,0.913,0.533,27.077436,0.696,14664.7846875238,23.086,416.0,0.877,5.143
BWA,2011,4.580534,63.865,9.186937,29.086,61.6,,60.5302,21.382528,0.259,0.916,0.533,24.046259,0.669,13250.0847313911,23.086,416.0,0.886,5.143
BRA,2022,6.1246,86.225,4.554,5.853,38.6,85.32112,74.273,24.793844,0.2375930001923077,0.603,0.525,32.192,0.755,15093.4651170661,3.957,1761.0,0.638,7.759
BRA,2021,6.2928,87.317,4.554,5.853,38.6,86.368,72.7504,24.974958,0.6114148384615384,0.627,0.52916694,32.62684,0.754,14735.5817830152,9.9,1761.0,0.633,7.759
BRA,2020,6.3301,87.073,4.554,5.853,38.6,86.368,74.0089,25.19353,0.2355734202735849,0.658,0.4888038,30.452463,0.758,14109.7639690445,7.3,1761.0,0.669,7.8728395
BRA,2019,6.3756,86.824,4.276102,6.41,38.6,86.368,75.3379,25.529772,0.362,0.663,0.5348577,32.536087,0.766,14685.1278924674,3.5,1761.0,0.685,7.759
BRA,2018,6.2998,86.569,4.3140564,6.51,35.0,86.368,75.1095,25.092684,0.362,0.784,0.53870946,32.63798,0.764,14619.5911298271,1.6,1761.0,0.775,7.774814
BRA,2017,6.4189,86.309,4.313018,6.19,37.0,86.368,74.8266,25.38148,0.362,0.818,0.5333405,32.25275,0.759,14477.8617680601,1.7,1761.0,0.826,7.63
BRA,2016,6.635,86.042,4.4037704,5.67,40.0,86.368,74.4415,25.56431,0.362,0.841,0.53342843,32.18765,0.755,14402.4940082453,1.8,1761.0,0.848,7.759
BRA,2015,6.952,85.77,4.475354,5.6,38.0,86.368,74.3325,25.683771,0.362,0.864,0.51930827,32.008938,0.753,15011.5771943529,1.9,1761.0,0.876,7.759
BRA,2014,6.983,85.492,4.63632,5.4,43.0,87.41514,74.3058,25.171959,0.362,0.863,0.5203314,31.758158,0.754,15695.6431041785,3.957,1761.0,0.877,7.759
BRA,2011,6.697499,84.631,5.4616246,5.19,38.6,86.368,73.3432,24.892756,0.362,0.875,0.5294759,33.26633,0.728,15271.4693518003,3.957,1761.0,0.879,7.759
BGR,2022,5.4661,74.594,8.905,6.874,42.0,87.09793,74.26,12.2200165,0.5281084881538461,0.906,0.392,28.843,0.805,26961.1060848386,2.443,608.0,0.902,9.593
BGR,2021,5.3709,76.025,8.905,6.874,42.0,87.098,71.798,11.667403,1.7347449271923077,0.844,0.392,28.843,0.795,24386.0123095059,3.5,608.0,0.874,9.593
BGR,2020,5.2655,75.686,8.905,6.874,42.0,87.098,73.6453,12.335079,0.7219924521981131,0.866,0.40523154,30.2812,0.802,22466.7642609023,2.9,608.0,0.858,8.687309
BGR,2019,5.1015,75.347,8.5033045,6.5,42.0,87.098,75.0624,12.638382,0.995,0.851,0.40271384,30.154192,0.81,23254.628195937,2.4,608.0,0.854,9.593
BGR,2018,5.011,75.008,8.572876,6.6,42.0,87.098,74.8983,12.050331,0.995,0.851,0.412841,29.455845,0.809,22195.8671431114,1.9,608.0,0.852,9.80042
BGR,2017,4.9331,74.669,8.648155,6.65,43.0,87.098,74.7992,11.647244,0.995,0.863,0.40379047,29.64331,0.808,21457.9019850147,2.1,608.0,0.855,10.29
BGR,2016,4.714,74.329,8.77132,6.57,41.0,87.098,74.8336,12.041663,0.995,0.859,0.40591064,28.968315,0.809,20732.4375979624,2.4,608.0,0.86,9.593
BGR,2015,4.217,73.99,8.905413,6.77,41.0,87.098,74.6325,12.052497,0.995,0.861,0.38567346,28.690702,0.809,19982.7297814426,1.9,608.0,0.87,9.593
BGR,2014,4.218,73.651,9.113706,7.13,43.0,87.098,74.4824,11.879063,0.995,0.875,0.37418568,28.234015,0.807,19203.1931673269,2.443,608.0,0.882,9.593
BGR,2011,3.889474,72.638,9.819859,7.9,42.0,87.098,74.1895,10.929778,0.995,0.888,0.34278607,25.320269,0.794,18662.8768195386,2.443,608.0,0.903,9.593
BFA,2022,4.6376,28.636,14.824,15.117,40.2,,59.142,28.589346,0.24630353057692306,0.745,0.392,13.968,0.43,2158.8585157544,14.329,748.0,0.775,4.362
BFA,2021,4.6705,31.24,14.824,15.117,40.2,,59.2696,29.380875,0.2599867148076923,0.764,0.392,15.906391,0.449,2176.0933547614,21.2,748.0,0.801,4.362
BFA,2020,4.8338,30.607,14.824,15.117,40.2,,59.7306,28.985498,0.07225766205792453,0.747,0.392,14.200459,0.449,2089.56780406926,18.5,748.0,0.793,4.5330615
BFA,2019,4.7687,29.98,15.18908,14.38,40.2,,60.0391,29.033028,0.193,0.761,0.392,15.234938,0.452,2106.03617656111,15.4,748.0,0.809,4.362
BFA,2018,4.5868,29.358,15.281672,14.6829,41.0,,60.0466,28.961794,0.193,0.785,0.43016732,14.96213,0.449,2051.21843060824,12.6,748.0,0.82,4.3516855
BFA,2017,4.4244,28.743,15.148957,14.8493,42.0,,59.5361,28.918123,0.193,0.842,0.392,14.336037,0.438,1978.15501161376,11.7,748.0,0.851,4.2
BFA,2016,4.032,28.134,14.935203,15.1557,42.0,,59.3262,29.105082,0.193,0.827,0.392,13.526495,0.427,1916.7563817824,10.9,748.0,0.835,4.362
BFA,2015,3.739,27.53,14.773396,15.4435,38.0,,58.8454,28.838768,0.193,0.847,0.392,12.847363,0.418,1862.85471186197,10.0,748.0,0.84,4.362
BFA,2014,3.587,26.934,14.417717,15.6562,38.0,,58.3589,28.952171,0.193,0.848,0.35301226,12.739031,0.408,1846.64512676697,14.329,748.0,0.819,4.362
BFA,2011,3.926028,25.196,14.024263,15.6486,40.2,,57.1246,29.079758,0.193,0.805,0.392,11.957394,0.384,1720.08252228733,14.329,748.0,0.778,4.362
BDI,2020,3.7753,13.708,15.637,12.846,20.0,,61.5663,21.340372,0.03899183693018868,0.167,,17.631117,0.426,711.355263408189,,1274.0,0.172,5.1646743
BDI,2019,3.7753,13.366,16.005333,12.1224,20.0,,62.3514,21.089533,0.039,0.14,,16.574976,0.431,729.65846261506,,1274.0,0.145,5.208
BDI,2018,3.7753,13.032,15.902263,12.313,17.0,,61.6884,20.712639,0.039,0.099,,17.103,0.428,740.448222531284,,1274.0,0.143,5.3796825
BDI,2017,2.9045,12.706,15.627781,12.4632,22.0,,61.5526,21.075724,0.039,0.122,,17.103,0.428,750.787616270977,,1274.0,0.126,5.08
BDI,2016,2.905,12.388,15.521842,12.6147,20.0,,60.7931,21.315222,0.039,0.099,,17.103,0.43,764.336602194152,,1274.0,0.115,5.208
BDI,2015,2.905,12.078,15.534945,12.7543,21.0,,60.2172,21.04585,0.039,0.132,,17.103,0.428,781.579287257152,,1274.0,0.166,5.208
BDI,2014,2.905,11.776,15.626974,13.139,20.0,,59.8684,20.809118,0.039,0.198,,17.103,0.426,831.294838603726,,1274.0,0.274,5.208
BDI,2011,3.67756,10.915,15.243223,14.5149,20.0,,57.7692,20.39401,0.039,0.289,,17.103,0.41,807.6649575843,,1274.0,0.354,5.208
KHM,2022,4.3935,22.923,17.097,5.749,20.8,,70.002,27.315718,0.44697362942307695,0.236,,15.668,0.582,4533.86402345977,14.671,1904.0,0.328,6.866
KHM,2021,4.6403,24.668,17.097,5.749,20.8,,69.5835,27.305552,0.49549538603846155,0.239,,16.365808,0.593,4354.56520629661,14.8,1904.0,0.32,6.866
KHM,2020,4.8304,24.232,17.097,5.749,20.8,,70.416,27.73176,0.017450499609433963,0.281,,17.88372,0.596,4276.18453895976,15.1,1904.0,0.341,6.8439803
KHM,2019,4.8484,23.805,16.547619,5.49,20.8,,70.6923,28.10121,0.32,0.314,,19.734575,0.598,4464.29444969055,14.0,1904.0,0.371,6.866
KHM,2018,4.6998,23.388,16.688183,5.59,20.0,,70.5609,27.748543,0.32,0.303,,17.052092,0.591,4217.62179099337,13.6,1904.0,0.357,6.8543167
KHM,2017,4.4326,22.98,16.808744,5.64,21.0,,70.5153,27.584448,0.32,0.291,,15.788719,0.586,3972.7241639191,14.0,1904.0,0.344,6.9
KHM,2016,4.168,22.582,17.043842,5.75,21.0,,70.2244,28.11972,0.32,0.305,,14.825891,0.581,3761.91133765966,14.3,1904.0,0.396,6.866
KHM,2015,3.907,22.188,17.273563,5.75,21.0,,69.8725,28.093283,0.32,0.369,,14.582878,0.574,3565.24506710358,16.9,1904.0,0.449,6.866
KHM,2014,3.819,21.799,17.478865,5.8,21.0,,69.7364,27.552782,0.32,0.369,,14.626631,0.569,3378.36459047885,14.671,1904.0,0.449,6.866
KHM,2011,4.100715,20.663,17.839756,6.22,20.8,,68.4163,27.202726,0.32,0.423,,10.154693,0.548,2856.53078626106,14.671,1904.0,0.507,6.866
CMR,2022,4.9732,55.636,12.535,17.007,26.0,,60.078,24.776957,0.1406035983076923,0.531,0.466,12.995,0.565,3723.53233655551,26.557,1604.0,0.58,5.359
CMR,2021,5.0476,58.148,12.535,17.007,26.0,,60.3334,25.131868,0.29781658846153847,0.521,0.466,12.995,0.576,3689.35898113389,26.7,1604.0,0.579,5.359
CMR,2020,5.1418,57.56,12.535,17.007,26.0,,60.8328,25.168123,0.11754125779245282,0.511,0.466,12.995,0.578,3665.5105811789,26.7,1604.0,0.557,5.2868743
CMR,2019,5.0849,56.968,12.741659,15.9215,26.0,,61.5839,25.050634,0.185,0.501,0.466,13.043516,0.583,3756.50956172602,27.3,1604.0,0.563,5.359
CMR,2018,5.0437,56.374,12.648219,15.9267,25.0,,61.1798,24.870829,0.185,0.486,0.466,13.367315,0.577,3732.50124762252,28.1,1604.0,0.545,5.2889247
CMR,2017,4.9753,55.777,12.500114,16.1482,25.0,,60.8103,24.978134,0.185,0.498,0.466,13.201488,0.571,3691.09472365252,28.2,1604.0,0.553,5.5
CMR,2016,4.695,55.179,12.464038,16.6157,26.0,,60.2333,25.029282,0.185,0.555,0.466,12.913115,0.564,3667.32267475561,26.6,1604.0,0.596,5.359
CMR,2015,4.513,54.578,12.5035305,17.0898,27.0,,59.658,24.799421,0.185,0.604,0.466,13.504143,0.56,3614.75571604719,22.3,1604.0,0.658,5.359
CMR,2014,4.252,53.976,12.4613495,17.9391,27.0,,58.9355,24.65129,0.185,0.615,0.46640873,13.209608,0.551,3530.28319116155,26.557,1604.0,0.66,5.359
CMR,2011,4.375735,52.164,12.423793,19.4055,26.0,,57.1331,24.572912,0.185,0.655,0.466,11.722945,0.521,3314.89823407679,26.557,1604.0,0.686,5.359
CAN,2022,6.9607,81.37,1.592,10.647,81.8,79.25422,82.054,-3.5735552,0.24603570048076923,0.936,0.328,32.768,0.929,49296.3792142772,0.88,537.0,0.918,11.75
CAN,2021,7.0251,81.653,1.592,10.647,81.8,79.254,82.6565,-2.753688,0.10054620845961539,0.962,0.328,33.03029,0.936,48356.3323191304,1.2,537.0,0.943,11.75
CAN,2020,7.1033,81.562,1.592,10.647,81.8,79.254,82.0471,-3.5554295,0.10883435515094339,0.957,0.328,34.21282,0.931,46193.1741512432,1.0,537.0,0.942,11.724046
CAN,2019,7.2321,81.482,1.4996628,10.3408,81.8,79.254,82.3628,-3.6194153,0.152,0.96,0.31749648,33.03848,0.937,49169.1223746857,0.9,537.0,0.943,11.75
CAN,2018,7.2781,81.411,1.5479773,10.4952,81.0,79.254,82.0508,-4.2081094,0.152,0.969,0.3250927,33.438145,0.933,48946.247335636,0.7,537.0,0.939,11.784588
CAN,2017,7.3285,81.35,1.532049,11.6755,82.0,79.254,82.0192,-3.214094,0.152,0.971,0.33308205,33.044014,0.931,48317.1745835151,0.6,537.0,0.938,11.74
CAN,2016,7.316,81.3,1.5657816,10.3666,82.0,79.254,82.0434,-2.647889,0.152,0.975,0.32701823,33.258015,0.928,47460.3698331407,0.88,537.0,0.944,11.75
CAN,2015,7.404,81.259,1.5747852,11.1557,83.0,79.254,81.9246,-3.5109851,0.152,0.974,0.33746484,32.82034,0.926,47507.4518407903,0.88,537.0,0.947,11.75
CAN,2014,7.427,81.218,1.6092608,10.8637,81.0,79.254,81.8545,-4.1104817,0.152,0.974,0.33157605,31.266373,0.925,47554.2562709236,0.88,537.0,0.945,11.75
CAN,2011,7.499089,81.096,1.8148445,9.63,81.8,79.254,81.5286,-3.394183,0.152,0.968,0.32657078,30.802902,0.915,45815.5303744133,0.88,537.0,0.941,11.75
CAF,2019,3.4759,41.77,13.727325,22.963,23.25,,55.0253,26.540281,,0.316,,7.7833314,0.411,861.766788755873,61.8,1343.0,0.459,
CAF,2018,3.083,41.364,13.576351,23.6493,26.0,,54.3693,26.22663,,0.314,,8.075897,0.405,854.647491304949,61.8,1343.0,0.513,
CAF,2017,3.083,40.98,13.275179,25.7334,23.0,,53.7207,26.428373,,0.312,,7.030525,0.398,839.600009452135,61.8,1343.0,0.504,
CAF,2016,2.693,40.618,13.32892,25.2506,20.0,,53.4601,26.473597,,0.31,,7.2120986,0.391,818.395995276405,61.8,1343.0,0.491,
CAF,2014,3.678,39.959,12.499944,27.5868,24.0,,50.5655,26.046774,,0.21,,3.9654632,0.37,765.259553983357,61.8,1343.0,0.408,
CAF,2011,3.567892,39.135,13.158105,27.5691,23.25,,49.9482,25.571976,,0.304,,7.7133946,0.381,1160.41474143552,61.8,1343.0,0.479,
TCD,2022,4.3966,22.902,16.061,14.1,20.6,,52.064,27.191795,0.32757074567307687,0.166,0.404,13.123,0.392,1412.67071848127,,322.0,0.261,2.781
TCD,2021,4.2508,23.781,16.061,14.1,20.6,,52.5254,27.803465,0.45599235480769235,0.229,0.404,13.123,0.394,1425.49451245397,,322.0,0.323,2.781
TCD,2020,4.3554,23.52,16.061,14.1,20.6,,52.7774,27.555374,0.20641646739622643,0.237,0.404,13.123,0.397,1489.18671217966,,322.0,0.354,2.830429
TCD,2019,4.4227,23.279,16.061754,13.2237,20.6,,53.2594,27.64414,0.33,0.262,0.404,13.123,0.403,1561.99667256928,,322.0,0.389,2.781
TCD,2018,4.3495,23.059,16.05144,13.5656,19.0,,52.8253,27.87371,0.33,0.24,0.37499154,7.8748198,0.398,1563.5439331455,,322.0,0.365,2.872748
TCD,2017,4.3006,22.858,16.018475,13.7679,20.0,,52.3076,27.585104,0.33,0.244,0.404,13.123,0.393,1579.76060047631,,322.0,0.36,2.64
TCD,2016,3.936,22.677,16.09316,13.6841,20.0,,52.0834,27.785425,0.33,0.26,0.404,13.123,0.391,1683.47808848358,,322.0,0.394,2.781
TCD,2015,3.763,22.515,16.112083,13.9687,22.0,,51.5888,27.453436,0.33,0.26,0.404,13.123,0.389,1853.25936456204,,322.0,0.399,2.781
TCD,2014,3.667,22.372,16.028091,14.5973,22.0,,51.202,27.63082,0.33,0.267,0.404,13.123,0.393,1861.6929035836,,322.0,0.4,2.781
TCD,2011,3.919401,22.054,16.060501,15.8915,20.6,,50.009,27.25036,0.33,0.29,0.43321213,18.372097,0.372,1682.65774621558,,322.0,0.409,2.781
CHL,2022,6.3338,87.495,5.482,8.982,68.6,91.43369,79.726,8.847696,0.3110200081346154,0.929,0.449,19.017,0.848,25886.1214212529,3.5,1522.0,0.902,9.555
CHL,2021,6.1718,87.817,5.482,8.982,68.6,91.567,78.9435,9.4957,0.3446827869615384,0.91,0.449,20.76686,0.855,25412.7521363381,4.1,1522.0,0.909,9.555
CHL,2020,6.1719,87.727,5.482,8.982,68.6,91.567,79.3769,9.541247,0.19984021439245284,0.886,0.4492094,17.726372,0.852,22970.5504925941,3.8,1522.0,0.88,9.40743
CHL,2019,6.2285,87.643,5.413514,8.04,68.6,91.567,80.3263,9.559334,0.285,0.919,0.449,19.384697,0.861,24809.8610359644,3.6,1522.0,0.888,9.555
CHL,2018,6.444,87.564,5.313629,7.96,67.0,91.567,80.1334,9.208156,0.285,0.936,0.449,19.869963,0.856,25071.99013215,3.6,1522.0,0.922,9.688812
CHL,2017,6.4762,87.49,5.295711,8.39,67.0,91.567,80.3501,9.29136,0.285,0.951,0.4444103,18.972704,0.853,24546.9124831181,3.4,1522.0,0.952,9.57
CHL,2016,6.652,87.422,5.4656687,9.18,66.0,91.567,80.0794,9.781214,0.285,0.951,0.449,18.911648,0.85,24599.3746943432,3.1,1522.0,0.951,9.555
CHL,2015,6.705,87.36,5.6614447,9.17,70.0,91.567,79.746,9.476977,0.285,0.951,0.44371328,18.868221,0.846,24464.7457242613,2.9,1522.0,0.951,9.555
CHL,2014,6.67,87.303,5.6731095,9.13,73.0,91.7,79.4726,9.088805,0.285,0.959,0.449,17.951351,0.841,24197.1833415116,3.5,1522.0,0.962,9.555
CHL,2011,6.12797,87.132,5.5505323,11.0036,68.6,91.567,79.1099,8.963403,0.285,0.952,0.4604835,18.703718,0.817,22323.7231409265,3.5,1522.0,0.946,9.555
CHN,2022,5.8179,57.596,17.886,7.233,38.6,86.15168,77.34,7.7845345,0.21885718751923078,0.225,0.389,23.536,0.744,18187.8411189224,,645.0,0.174,9.37
CHN,2021,5.5853,62.512,17.886,7.233,38.6,85.908,78.2107,7.823069,0.07432114227307693,0.237,0.389,22.32925,0.768,17657.6565563775,,645.0,0.199,9.37
CHN,2020,5.3391,61.428,17.886,7.233,38.6,85.908,78.0766,7.6062756,-0.021913126423584905,0.231,0.37090832,21.061478,0.764,16296.6093791402,,645.0,0.205,9.270027
CHN,2019,5.1239,60.308,16.696108,6.67,38.6,85.908,77.968,7.5706635,0.09,0.254,0.38168344,23.332006,0.762,15977.7638280867,,645.0,0.213,9.37
CHN,2018,5.1909,59.152,16.986086,6.81,39.0,85.908,77.7444,7.42501,0.09,0.269,0.38497642,24.80751,0.755,15133.9956182376,,645.0,0.229,9.171392
CHN,2017,5.2458,57.96,17.461239,6.89,41.0,85.908,77.2476,7.7727637,0.09,0.282,0.39075777,23.962616,0.747,14243.5326108491,,645.0,0.248,9.67
CHN,2016,5.273,56.736,17.94618,6.99,40.0,85.908,77.2177,7.7636166,0.09,0.288,0.38480517,23.779253,0.74,13399.1373202879,,645.0,0.257,9.37
CHN,2015,5.245,55.5,18.321278,7.08,37.0,85.908,76.9771,7.660236,0.09,0.287,0.38595304,24.327402,0.733,12612.3516513242,,645.0,0.269,9.37
CHN,2014,5.14,54.259,18.494013,7.35,36.0,85.66525,76.7173,7.3119445,0.09,0.28,0.39177653,24.390665,0.725,11851.4042175662,,645.0,0.246,9.37
CHN,2011,4.679718,50.511,19.297709,8.84,38.6,85.908,75.9032,6.913648,0.09,0.3,0.42409223,23.834412,0.7,9680.0976996846,,645.0,0.285,9.37
COL,2022,5.6304,80.346,6.691,3.946,36.8,80.65789,75.76,23.944674,0.13899229842692307,0.738,0.516,22.2,0.755,15616.7478336979,,3240.0,0.765,8.534
COL,2021,5.7806,81.74,6.691,3.946,36.8,82.888,72.8296,24.100492,0.5763910415192307,0.605,0.5149927,21.3,0.752,14661.2091256446,,3240.0,0.639,8.534
COL,2020,6.0124,81.425,6.691,3.946,36.8,82.888,74.7692,24.522615,0.28415912133018867,0.62,0.5353081,19.190538,0.756,13358.2943309399,,3240.0,0.659,8.622162
COL,2019,6.1634,81.104,6.318576,3.74,36.8,82.888,76.7523,24.390472,0.333,0.644,0.5133497,18.844198,0.768,14616.1310189382,,3240.0,0.677,8.534
COL,2018,6.1248,80.778,6.3607917,3.87,36.0,82.888,76.7479,24.106009,0.333,0.716,0.50418705,19.75562,0.763,14426.4303301896,,3240.0,0.754,8.520751
COL,2017,6.2601,80.446,6.3751206,4.5,37.0,82.888,76.6456,24.293646,0.333,0.741,0.49715486,18.8,0.761,14334.9105821162,,3240.0,0.803,8.46
COL,2016,6.357,80.108,6.5719275,4.11,37.0,82.888,76.4713,24.548464,0.333,0.733,0.5057068,19.211346,0.759,14358.1641853816,,3240.0,0.801,8.534
COL,2015,6.481,79.764,6.7493634,4.04,37.0,82.888,76.2573,24.417929,0.333,0.736,0.5099042,19.965117,0.754,14215.6842593479,,3240.0,0.798,8.534
COL,2014,6.477,79.415,6.942487,3.69,37.0,85.11904,76.0427,24.186163,0.333,0.74,0.52551013,19.748709,0.75,13938.2276017866,,3240.0,0.8,8.534
COL,2011,6.202322,78.335,7.519735,3.67,36.8,82.888,75.3198,23.8781,0.333,0.737,0.53490293,19.17609,0.733,12578.0120939701,,3240.0,0.792,8.534
COM,2022,3.5452,28.853,13.602,8.628,26.333,,63.211,24.918253,0.0804372788698077,0.434,0.453,7.705028,0.55,3245.76869721125,27.4,900.0,0.495,5.097
COM,2021,4.6086,29.613,13.602,8.628,26.333,,63.4174,25.142965,0.21549671525,0.433,0.453,8.552728,0.558,3228.52685830019,27.4,900.0,0.506,5.097
COM,2020,4.2886,29.38,13.602,8.628,26.333,,64.1665,25.345047,0.06580226543584905,0.473,0.453,7.6981106,0.562,3222.37408929598,27.4,900.0,0.52,5.12939
COM,2019,4.2886,29.164,13.222562,8.46,26.333,,64.0684,25.533789,0.121,0.442,0.453,6.8122478,0.56,3290.65052676586,27.4,900.0,0.535,5.097
COM,2018,3.9728,28.965,13.386371,8.48,27.0,,63.9117,25.135107,0.121,0.55,0.453,8.2891,0.557,3294.83197206575,27.4,900.0,0.625,5.0643597
COM,2015,3.956,28.47,13.960656,8.8,26.0,,62.8956,25.33191,0.121,0.599,0.453,6.756687,0.544,3150.87762379692,27.4,900.0,0.688,5.097
COM,2014,3.956,28.338,14.04673,8.87,26.0,,62.5158,25.191671,0.121,0.588,0.45334595,7.032907,0.54,3183.15703112003,27.4,900.0,0.675,5.097
COM,2011,3.700023,28.04,13.391598,8.53,26.333,,61.5033,25.035103,0.121,0.56,0.453,6.5044966,0.527,3084.82658544172,27.4,900.0,0.64,5.097
COG,2022,5.2671,66.356,11.474,12.675,21.2,,63.291,25.103622,0.1580178821730769,0.269,0.489,8.732244,0.578,3670.19962157469,50.786,1646.0,0.274,5.263
COG,2021,5.0752,68.283,11.474,12.675,21.2,,63.5187,25.290785,0.27130769365384616,0.245,0.489,8.314249,0.571,3700.27010218047,58.8,1646.0,0.28,5.263
COG,2020,5.3417,67.829,11.474,12.675,21.2,,63.7852,25.379715,0.11138453772830188,0.242,0.489,9.705073,0.574,3748.93261286327,55.5,1646.0,0.271,5.2851167
COG,2019,5.1944,67.373,11.329252,11.6181,21.2,,62.7467,25.348183,0.18,0.167,0.489,8.052759,0.57,4093.99062163531,51.7,1646.0,0.239,5.263
COG,2018,4.8115,66.916,11.317211,11.63,19.0,,64.0531,25.082312,0.18,0.233,0.489,7.459791,0.578,4144.9493083115,51.1,1646.0,0.273,5.2851167
COG,2017,4.5587,66.459,11.326127,11.894,21.0,,63.76,25.06257,0.18,0.191,0.489,10.819287,0.58,4345.51912316554,49.7,1646.0,0.263,5.22
COG,2016,4.291,66.001,11.474398,12.2866,20.0,,63.5765,25.420311,0.18,0.196,0.489,13.222269,0.586,4714.43854786775,46.1,1646.0,0.266,5.263
COG,2015,4.236,65.543,11.57301,12.4629,23.0,,63.2329,25.091078,0.18,0.203,0.489,12.864556,0.59,5287.66247986046,42.6,1646.0,0.275,5.263
COG,2014,3.989,65.085,11.5946665,13.5276,23.0,,62.9502,24.900528,0.18,0.203,0.489,9.662547,0.589,5393.0818245717,50.786,1646.0,0.282,5.263
COG,2011,3.819792,63.712,11.7014065,15.3024,21.2,,61.9924,24.797812,0.18,0.229,0.4893867,7.4346657,0.564,4996.91931290816,50.786,1646.0,0.298,5.263
CRI,2022,6.6085,78.175,4.54,6.564,56.4,,79.028,22.864721,0.11391305040384615,0.967,0.47152537,13.452,0.805,22070.9198096067,2.371,2926.0,0.941,8.691
CRI,2021,6.582,81.425,4.54,6.564,56.4,,77.0232,22.959923,0.26801405265384615,0.967,0.4867917,14.222421,0.809,21220.1605869586,2.9,2926.0,0.947,8.691
CRI,2020,7.0694,80.771,4.54,6.564,56.4,,79.277,23.416946,0.04409314213962264,0.967,0.49248964,12.464708,0.816,19778.3854862734,2.8,2926.0,0.946,8.993311
CRI,2019,7.1214,80.076,4.38254,7.62,56.4,,79.4272,23.445265,0.142,0.965,0.48191166,13.53758,0.819,20818.0605791992,2.6,2926.0,0.945,8.691
CRI,2018,7.1674,79.34,4.402268,6.79,56.0,,79.4835,23.072393,0.142,0.949,0.47972405,13.388666,0.811,20503.2757213464,2.4,2926.0,0.915,8.500433
CRI,2017,7.0717,78.56,4.369587,5.79,59.0,,79.3769,23.246162,0.142,0.973,0.4834654,13.439,0.807,20168.2194165112,2.2,2926.0,0.962,8.58
CRI,2016,7.079,77.735,4.5425577,7.29,58.0,,79.4592,23.520376,0.142,0.974,0.48706067,13.909954,0.803,19553.5978270043,1.9,2926.0,0.966,8.691
CRI,2015,7.087,76.862,4.66039,6.41,55.0,,79.0857,23.518614,0.142,0.971,0.4837614,13.412678,0.798,18956.1909314743,1.8,2926.0,0.964,8.691
CRI,2014,7.226,75.941,4.697169,5.35,54.0,,78.7741,23.281385,0.142,0.97,0.48634195,13.204138,0.796,18480.6507785223,2.371,2926.0,0.963,8.691
CRI,2011,7.251115,72.868,4.7246227,6.7,56.4,,79.3477,22.927149,0.142,0.968,0.48762167,13.489001,0.782,17186.44753576,2.371,2926.0,0.96,8.691
CIV,2022,5.0527,50.258,13.92,17.26,33.8,,58.092,26.47976,0.20574091840384617,0.683,0.393,12.858996,0.526,5537.36975768475,8.5,1348.0,0.725,4.524
CIV,2021,5.2346,52.18,13.92,17.26,33.8,,58.5983,26.865736,0.2642098403846154,0.679,0.393,13.186362,0.55,5316.463900516,9.7,1348.0,0.715,4.524
CIV,2020,5.306,51.706,13.92,17.26,33.8,,59.0318,26.837786,0.03126041168716981,0.673,0.393,12.388282,0.551,5092.16347104493,9.4,1348.0,0.708,4.811591
CIV,2019,5.2333,51.239,14.028488,15.6586,33.8,,59.3185,26.744696,0.167,0.759,0.393,11.982842,0.55,5132.34156935439,9.1,1348.0,0.767,4.524
CIV,2018,4.9438,50.779,14.097552,15.929,35.0,,58.8494,26.50712,0.167,0.768,0.37168875,11.9436035,0.542,4941.79381103946,9.2,1348.0,0.777,4.55083
